transcript	description
AK364583	Zinc_finger_Dof-type_signature.
MLOC_54810.2	B3_DNA_binding_domain
MLOC_7088.1	PPR_repeat
AK248962.1	Repeat_in_ubiquitin-activating_(UBA)_protein
MLOC_7474.2	Protein_of_unknown_function_(DUF640)
MLOC_67296.1	NAC_domain_profile.
AK365917	SPX_domain
AK360105	FAD_dependent_oxidoreductase
MLOC_21593.1	TFIIS_helical_bundle-like_domain
MLOC_63510.1	Peptidase_inhibitor_I9
MLOC_1529.1	Protein_of_unknown_function,_DUF623
MLOC_68278.1	2Fe-2S_iron-sulfur_cluster_binding_domain
AK371858	LMBR1-like_membrane_protein
MLOC_15209.1	Shugoshin_C_terminus
AK377023	Protein_of_unknown_function_(DUF1618)
AK373386	ATP-dependent_phosphofructokinase_family_signature
MLOC_10658.1	E-class_P450_group_I_signature
MLOC_63030.1	ATP_synthase_(F/14-kDa)_subunit
MLOC_64708.1	B3_DNA_binding_domain
AK366801	Phosphatidate_cytidylyltransferase_signature.
AK360116	Protein_tyrosine_kinase
AK365248	Formin_homology-2_(FH2)_domain_profile.
MLOC_56572.3	SPFH_domain_/_Band_7_family
AK369105	Domain_of_unknown_function_(DUF298)
MLOC_15189.1	Peroxidase
AK368545	Uncharacterised_protein_family_(UPF0081)
AK252116.1	F-box_domain
MLOC_54993.1	Protein_of_unknown_function_(DUF3537)
MLOC_58064.2	Transferase_family
MLOC_58552.3	Phosphatidylethanolamine-binding_protein
MLOC_6888.2	PLAC8_family
AK365828	WD_domain,_G-beta_repeat
MLOC_61361.2	Targeting_protein_for_Xklp2_(TPX2)
AK369769	Transmembrane_amino_acid_transporter_protein
MLOC_30920.1	Hsp20/alpha_crystallin_family
AK374818	GDSL-like_Lipase/Acylhydrolase
AK365155	Adenylylsulphate_kinase
AK364297	Type_III_restriction_enzyme,_res_subunit
MLOC_62897.1	NB-ARC_domain
AK249682.1	Protease_inhibitor/seed_storage/LTP_family
MLOC_7947.1	PAP2_superfamily
AK369300	Membrane-associated_apoptosis_protein
AK368524	Asparaginase
MLOC_60308.1	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
MLOC_54904.2	Mitochondrial_ribosomal_protein_L37
MLOC_62122.1	pre-mRNA_processing_factor_4_(PRP4)_like
MLOC_58279.3	Helicase_conserved_C-terminal_domain
MLOC_62663.2	Cell_cycle_regulated_microtubule_associated_protein
MLOC_55066.1	Cation_transport_protein
AK365484	Apoptosis_inhibitory_protein_5_(API5)
AK360581	Sulfate_transporter_family
MLOC_74477.2	Calcineurin-like_phosphoesterase
MLOC_70044.2	Plant_protein_of_unknown_function_(DUF869)
MLOC_4762.3	PPR_repeat
MLOC_10928.2	Endonuclease/Exonuclease/phosphatase_family
MLOC_711.1	F-box_domain
MLOC_79632.1	FAR1_DNA-binding_domain
MLOC_39554.2	Myb-like_DNA-binding_domain
MLOC_12179.1	Glyoxalase_I_signature_1.
MLOC_65718.3	PPR_repeat
MLOC_55768.1	Helix-loop-helix_DNA-binding_domain
MLOC_65533.1	Gibberellin_regulated_protein
AK360039	Surface_antigen
MLOC_19019.4	Peptidase_S26
MLOC_25688.3	NB-ARC_domain
AK248736.1	Citrate_synthase
AK358139	Lipase_(class_3)
AK362746	Anticodon-binding_domain
MLOC_57318.2	OB-fold_nucleic_acid_binding_domain
MLOC_24505.1	Heavy-metal-associated_domain
MLOC_18586.2	Glucose/ribitol_dehydrogenase_family_signature
AK369330	Adenosine/AMP_deaminase
AK367277|AK362875	Protein-tyrosine_phosphatase
AK365575	Glycosyl_hydrolase_family_3_signature
AK355766	POT_family
MLOC_69747.1	F-box_domain
AK367648	Solute_carrier_(Solcar)_repeat_profile.
MLOC_76769.1	D-mannose_binding_lectin
MLOC_7324.1	Kelch_motif
MLOC_26672.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_53352.2	Ankyrin_repeat
AK251400.1	Root_hair_defective_3_GTP-binding_protein_(RHD3)
MLOC_17714.2	FBD
AK362948	PPR_repeat
MLOC_49802.1	Leucine_Rich_Repeat
MLOC_10074.4	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_59777.1	Leucine_Rich_Repeat
AK353918	Plant_phospholipid_transfer_protein_signature
MLOC_74794.1	GTPase_of_unknown_function
MLOC_73878.1	Stress_up-regulated_Nod_19
MLOC_38901.1	Ubiquitin_carboxyl-terminal_hydrolase
MLOC_16417.1	Galactosyltransferase
MLOC_78250.1	CPSF_A_subunit_region
MLOC_44175.1	NB-ARC_domain
AK248520.1	3-Oxoacyl-[acyl-carrier-protein_(ACP)]_synthase_III_C_terminal
AK370562	BED_zinc_finger
AK375417	Tho_complex_subunit_7
MLOC_38648.2	Legume_lectin_domain
AK368513	WRKY_domain_profile.
MLOC_57805.1	Uncharacterised_protein_family_(UPF0089)
MLOC_70581.2	QLQ
MLOC_37958.1	Plant_transposon_protein
AK358531	NB-ARC_domain
AK372991	Serine/threonine_phosphatase_family_signature
MLOC_73803.1	Protein_of_unknown_function_(DUF1618)
MLOC_41731.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK376371	Transposase
MLOC_77840.1	Translationally_controlled_tumor_protein_signature_2.
AK364353	E-class_P450_group_I_signature
MLOC_75433.1	Kelch_motif
AK364346	Protein_of_unknown_function_(DUF295)
MLOC_67802.1	MULE_transposase_domain
MLOC_19501.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_7337.1	EF-1_guanine_nucleotide_exchange_domain
MLOC_58499.1	Myb-like_DNA-binding_domain
MLOC_80289.1	Mitochondrial_ATP_synthase_B_chain_precursor_(ATP-synt_B)
MLOC_22183.1	SecE/Sec61-gamma_subunits_of_protein_translocation_complex
AK364780	OTU_domain_profile.
MLOC_80962.2	Zinc_finger,_C3HC4_type_(RING_finger)
AK373945	Fatty_acid_desaturase
AK356833	Protein_kinase_domain_profile.
MLOC_54474.1	short_chain_dehydrogenase
MLOC_60395.3	Zinc_carboxypeptidase
MLOC_63031.2	Single-strand_binding_protein_family
AK375470	GINS_complex_subunit_Sld5
AK356587	Plant_protein_of_unknown_function_(DUF936)
MLOC_17563.1	alpha/beta_hydrolase_fold
MLOC_81408.1	IBR_domain
MLOC_36602.1	Glutathione_S-transferase,_C-terminal_domain
MLOC_64147.1	Tetratricopeptide_repeat
AK362596	Plant_protein_of_unknown_function_(DUF868)
AK374677	Zinc_finger_CCHC-type_profile.
MLOC_28868.3	Protein_tyrosine_kinase
MLOC_63765.1	Pollen_proteins_Ole_e_I_like
AK374279|AK362012	Core-2/I-Branching_enzyme
AK364110	Dehydrogenase_E1_component
AK252200.1	ABA/WDS_induced_protein
AK361745	Structure-specific_recognition_protein_signature
MLOC_67374.2|AK366189	GDP-fucose_protein_O-fucosyltransferase
AK364750	Phosphatidylinositol-4-phosphate_5-Kinase
AK251581.1	Cyclophilin-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.
MLOC_5663.1	Transmembrane_amino_acid_transporter_protein
MLOC_73576.1	Ribosomal_protein_L22p/L17e
MLOC_60458.2	Complex_I_intermediate-associated_protein_30_(CIA30)
AK366396	E2F/DP_family_winged-helix_DNA-binding_domain
AK373369	Leo1-like_protein
AK249745.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK369673	Molybdopterin_guanine_dinucleotide_synthesis_protein_B
AK375451	AP2/ERF_domain_profile.
MLOC_60144.1	Arabidopsis_protein_of_unknown_function
MLOC_42029.1	PLAC8_family
MLOC_13635.1	Eukaryotic_aspartyl_protease
MLOC_53865.1	DnaJ_domain
AK373460	Hsp20/alpha_crystallin_family
AK369037	Zinc_finger_CCHC-type_profile.
MLOC_3216.2	Acyltransferase
MLOC_60110.1	Prenyltransferase_and_squalene_oxidase_repeat
MLOC_5296.1	Snf7
MLOC_25126.1	Helicase_conserved_C-terminal_domain
AK360798	SIT4_phosphatase-associated_protein
MLOC_12221.1	Ribonuclease_H2_non-catalytic_subunit_(Ylr154p-like)
MLOC_11135.1	Male_sterility_protein
MLOC_48619.1	Retrotransposon_gag_protein
AK373173	Protein_of_unknown_function_(DUF740)
MLOC_71020.1	Jacalin-like_lectin_domain
MLOC_69545.2	Endoplasmic_reticulum-based_factor_for_assembly_of_V-ATPase
MLOC_45046.1	Hsp70_protein
MLOC_56035.2	Protein_of_unknown_function_(DUF632)
AK251725.1	Nucleotide_exchange_factor_Fes1
AK370408	Annexin
MLOC_14475.1	Protein_of_unknown_function_(DUF3353)
MLOC_43693.2	E-class_P450_group_I_signature
MLOC_3130.2	2OG-Fe(II)_oxygenase_superfamily
AK369199	Protein_of_unknown_function_(DUF506)
MLOC_61507.1	Miro-like_protein
MLOC_64440.1	PPR_repeat
AK250450.1	HMG_(high_mobility_group)_box
AK369089	Bromodomain_profile.
MLOC_78303.1	Di-glucose_binding_within_endoplasmic_reticulum
MLOC_77542.1	PPR_repeat
AK367263	Plant_mobile_domain
AK370049	Iron-Sulfur_binding_protein_C_terminal
MLOC_39305.1	Arabidopsis_proteins_of_unknown_function
MLOC_24632.1	Protein_of_unknown_function_(DUF567)
MLOC_38589.1	Uncharacterized_protein_family_(UPF0051)
AK374197	Uncharacterised_conserved_protein_(DUF2343)
AK359345	Dimerisation_domain
MLOC_56610.2	Ndr_family
AK359427	Glycosyl_hydrolase_family_79,_N-terminal_domain
AK355059	Thaumatin_family_signature.
MLOC_15520.1	Rer1_family
MLOC_14239.1	X8_domain
AK358606	Patatin-like_phospholipase
MLOC_51093.1	Domain_of_unknown_function_DUF221
MLOC_55622.1	Leucine_Rich_Repeat
MLOC_43888.2	Helix-loop-helix_DNA-binding_domain
MLOC_80482.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_55726.2	PPR_repeat
AK371632	GTPase_of_unknown_function
MLOC_11508.1	Glycosyl_hydrolase_family_1_signature
MLOC_57619.3	NB-ARC_domain
MLOC_63349.2	WD_domain,_G-beta_repeat
AK365733	MatE
MLOC_18330.1	CRAL/TRIO_domain
MLOC_80715.2	Cytidine_and_deoxycytidylate_deaminase_zinc-binding_region
MLOC_28634.1	FAR1_DNA-binding_domain
MLOC_70257.1	Pirin
MLOC_62399.2	Protein_phosphatase_2A_regulatory_B_subunit_(B56_family)
AK362747	CW-type_Zinc_Finger
MLOC_54297.2	Pirin_C-terminal_cupin_domain
MLOC_1956.1	Tetratricopeptide_repeat
MLOC_77097.1	3-Oxoacyl-[acyl-carrier-protein_(ACP)]_synthase_III_C_terminal
AK248838.1	2-oxoacid_dehydrogenases_acyltransferase_(catalytic_domain)
MLOC_54721.2	1,3-beta-glucan_synthase_component
MLOC_12220.1	Porphobilinogen_deaminase,_dipyromethane_cofactor_binding_domain
MLOC_70035.1	Glycosyl_hydrolases_family_28
MLOC_59383.1	Lung_seven_transmembrane_receptor
MLOC_14605.1	SET_domain
MLOC_38601.1	EamA-like_transporter_family
AK376407	Protein_of_unknown_function_(DUF579)
MLOC_73275.1	Gar1/Naf1_RNA_binding_region
MLOC_54932.1	Annexin
MLOC_24654.2	Dirigent-like_protein
MLOC_48736.2	Plant_organelle_RNA_recognition_domain
MLOC_5747.2	Helicase_conserved_C-terminal_domain
MLOC_59663.6	Protein_of_unknown_function_(DUF3651)
MLOC_64780.1	Protein_of_unknown_function_(DUF1618)
AK356942	Domain_of_unknown_function_(DUF296)
AK356340	Transcription_initiation_factor_IID,_31kD_subunit
MLOC_24486.1	alpha/beta_hydrolase_fold
MLOC_80902.1	SRF-type_transcription_factor_(DNA-binding_and_dimerisation_domain)
MLOC_55820.3	Pectinesterase
AK365078	Protein_of_unknown_function_(DUF974)
AK371751|AK357084|AK369817	Synaptobrevin
AK359834	Domain_of_unknown_function_(DUF3511)
MLOC_11791.2	NB-ARC_domain
MLOC_71542.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_72400.1	Protein_of_unknown_function_(DUF3615)
MLOC_4908.1	Glycosyl_transferase_family_8
AK364508	F-box_domain
MLOC_70965.1	Protein_of_unknown_function_(DUF563)
MLOC_37787.2	Sec7_domain
MLOC_6463.1	Possible_lysine_decarboxylase
AK371173	Cation_transport_protein
MLOC_10783.1	Protein_of_unknown_function_DUF260
MLOC_63297.1	Trm112p-like_protein
MLOC_9380.1	Plant_thionin
AK354813	Ribosomal_protein_S7p/S5e
MLOC_60034.1	Ras_family
MLOC_76265.1	Helicase_conserved_C-terminal_domain
MLOC_58812.1	AUX/IAA_family
AK372115	Pathogenesis-related_protein_Bet_v_I_family
MLOC_60993.2	Kinesin_motor_domain
MLOC_68709.1	NB-ARC_domain
AK357596	Thioesterase_superfamily
MLOC_68022.1	BED_zinc_finger
MLOC_11874.1	PHD-finger
MLOC_66345.1	WRKY_DNA_-binding_domain
AK252139.1	PI31_proteasome_regulator
MLOC_5439.1	Polyprenyl_synthetase
MLOC_60805.1	Transferase_family
MLOC_17044.1	Protein_of_unknown_function_(DUF567)
MLOC_7319.1	Protein_of_unknown_function_(DUF1138)
MLOC_70587.8	PHD-finger
MLOC_14971.1	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family
MLOC_47592.1	F-box_domain
AK371186	Protein_kinase_domain
MLOC_70141.1	Acetyltransferase_(GNAT)_family
MLOC_10420.2	NB-ARC_domain
AK364857	Exocyst_complex_component_Sec3
MLOC_55443.1	Leucine_rich_repeat_N-terminal_domain
MLOC_63902.1	Deoxynucleoside_kinase
MLOC_49756.1	PPR_repeat
MLOC_619.1	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.
AK376765	WRKY_DNA_-binding_domain
MLOC_11172.2	Yip1_domain
MLOC_55673.4	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_75304.1	Multicopper_oxidase
AK248596.1	Leucine_rich_repeat_N-terminal_domain
MLOC_59179.1	Translin_family
AK249133.1	B12D_protein
MLOC_5936.1	Endomembrane_protein_70
MLOC_2431.1	2OG-Fe(II)_oxygenase_superfamily
AK252844.1	Reticulon
MLOC_61255.1	C2_domain_of_PTEN_tumour-suppressor_protein
AK365002	Pyridoxal-dependent_decarboxylase_conserved_domain
MLOC_55872.12	ABC_transporter
MLOC_50979.1	AAA_domain_(Cdc48_subfamily)
MLOC_57406.1	Ubiquitin-conjugating_enzyme
MLOC_5720.1	START_domain
MLOC_144.1	Ribosomal_protein_L6_signature
AK249411.1	X8_domain
AK364617	NB-ARC_domain
MLOC_61231.1	GHMP_kinases_C_terminal
AK252245.1	Ribulose_bisphosphate_carboxylase,_small_chain
MLOC_71305.1	B3_DNA_binding_domain
AK370932	Hsp20/alpha_crystallin_family
AK376135	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK376070	Reticulon_domain_profile.
AK362483	3-beta_hydroxysteroid_dehydrogenase/isomerase_family
MLOC_58150.4	Ankyrin_repeat
MLOC_58021.1	Gamma_interferon_inducible_lysosomal_thiol_reductase_(GILT)
MLOC_5864.1	Leucine_rich_repeat_N-terminal_domain
MLOC_11691.1	NAF_domain
MLOC_45043.1	Sulfotransferase_domain
MLOC_69590.1	DnaJ_domain
MLOC_32914.2	Pyridine_nucleotide-disulphide_oxidoreductase,_dimerisation_domain
MLOC_79050.1	Plant_phospholipid_transfer_protein_signature
MLOC_62610.1	AUX/IAA_family
AK370775	GDSL-like_Lipase/Acylhydrolase
MLOC_20807.1	SBDS_protein_C-terminal_domain
MLOC_67091.1	Helix-loop-helix_DNA-binding_domain
MLOC_34498.4	Protein_of_unknown_function_(DUF1664)
MLOC_52687.1	BPG-independent_PGAM_N-terminus_(iPGM_N)
AK252473.1	WD_domain,_G-beta_repeat
AK364513|AK359281	Calcineurin-like_phosphoesterase
AK354840	Plant_organelle_RNA_recognition_domain
MLOC_13014.1	Glucose-6-phosphate_dehydrogenase,_C-terminal_domain
AK361880	Phenylalanine_and_histidine_ammonia-lyases_signature.
AK250416.1	NOL1/NOP2/sun_family
MLOC_57200.2	Cellulose_synthase
MLOC_62668.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK252856.1	Enoyl-CoA_hydratase/isomerase_family
AK372660	Protease_inhibitor/seed_storage/LTP_family
AK250155.1	Cytochrome_b5-like_Heme/Steroid_binding_domain
MLOC_21581.1	Myb-like_DNA-binding_domain
MLOC_12838.1	PPR_repeat
AK249967.1	PLAC8_family
MLOC_57302.1	Sec63_Brl_domain
MLOC_63298.1	IQ_calmodulin-binding_motif
AK360883	Amino_acid_kinase_family
MLOC_51667.1	PPR_repeat
MLOC_58936.1	PPR_repeat
MLOC_18772.1	BURP_domain
AK361723	Protein_of_unknown_function,_DUF623
MLOC_67257.1	Flavodoxin-like_domain_profile.
AK369576	DEAD-box_RNA_helicase_Q_motif_profile.
MLOC_46977.2	Pex19_protein_family
AK362852	START_domain_profile.
MLOC_51830.2	F-box_domain
AK373749	VQ_motif
MLOC_36780.1	2OG-Fe(II)_oxygenase_superfamily
AK362600	Integral_membrane_protein_DUF92
MLOC_50834.1	HEC/Ndc80p_family
MLOC_33053.1	Auxin_responsive_protein
AK250894.1|AK354317	Sybindin-like_family
AK359551	Eukaryotic_protein_of_unknown_function_(DUF829)
MLOC_55969.2	Cytidine_and_deoxycytidylate_deaminase_zinc-binding_region
MLOC_51148.3	Beta-Casp_domain
AK362494	Leucine-rich_repeat_profile.
MLOC_63684.1	ABC_transporter_transmembrane_region_2
AK360007	Putative_glycosyl_hydrolase_of_unknown_function_(DUF1680)
MLOC_3773.1	Protein_of_unknown_function,_DUF647
MLOC_71605.1	NB-ARC_domain
MLOC_5865.2	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK375623	Rad51
MLOC_77257.1	FAD_dependent_oxidoreductase
MLOC_38567.1	Helix-loop-helix_DNA-binding_domain
AK370029	EGF-like_domain_profile.
MLOC_14178.1	Ion_channel
MLOC_55122.1	DHHC_zinc_finger_domain
MLOC_71275.2	Lipoxygenase
MLOC_55987.4	Spt20_family
MLOC_74559.1	NAF_domain
MLOC_55095.1	Protein_of_unknown_function_(DUF563)
AK362252	Electron_transfer_flavoprotein_domain
MLOC_12522.2	Josephin_domain_profile.
MLOC_68083.6	IQ_calmodulin-binding_motif
MLOC_67231.2	Serine_carboxypeptidase
AK374009	Protein_of_unknown_function_(DUF1618)
MLOC_1367.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_43853.2	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_91.1	Leucine_Rich_Repeat
MLOC_75013.2	PAZ_domain
MLOC_38170.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_2366.1	Helix-loop-helix_DNA-binding_domain
AK365679	Protein_of_unknown_function_(DUF3727)
AK363140	Lipolytic_enzymes_"G-D-X-G"_family,_putative_serine_active_site.
AK355047|AK363578	Peroxidase
MLOC_52402.2	Anion-transporting_ATPase
MLOC_71353.10	Protein_tyrosine_kinase
MLOC_61959.1	Remorin,_C-terminal_region
MLOC_69418.1	NB-ARC_domain
AK364448	DnaJ_domain
MLOC_64344.3	MIF4G_domain
MLOC_71471.1	GMC_oxidoreductase
AK249083.1	Putative_cyclase
AK361848	Putative_cyclase
AK370831|AK363108	Arabidopsis_proteins_of_unknown_function
MLOC_26643.4	Glycerophosphoryl_diester_phosphodiesterase_family
MLOC_16705.3	Transmembrane_amino_acid_transporter_protein
AK374404	TCP-1/cpn60_chaperonin_family
MLOC_68123.3	Topoisomerase_II-associated_protein_PAT1
MLOC_23884.1	B3_DNA_binding_domain
MLOC_39636.1	Ribosomal_protein_L33
MLOC_51746.2	Peptidase_family_M3
MLOC_10478.2	Helicase_conserved_C-terminal_domain
MLOC_3107.1	CCT_motif
MLOC_56672.1	Carbohydrate_binding_domain
MLOC_44001.3	LUC7_N_terminus
AK250248.1	pfkB_family_carbohydrate_kinase
MLOC_15494.1	WD40-like_Beta_Propeller_Repeat
MLOC_64329.3	Region_in_Clathrin_and_VPS
AK252064.1	DJ-1/PfpI_family
MLOC_59510.1	CDC45-like_protein
MLOC_74636.3	WD40-like_Beta_Propeller_Repeat
AK375025	Protein_of_unknown_function_(DUF1218)
MLOC_63491.1	Glycosyl_transferase_family_8
MLOC_62234.1	MIP_family_signature.
AK375398	KH_domain
MLOC_61071.1	Zinc_finger_Dof-type_signature.
MLOC_69561.1	GRAS_family_transcription_factor
AK373315	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_15864.2	RAVE_protein_1_C_terminal
AK251833.1|MLOC_42957.1	Snf7
MLOC_12341.2	UreD_urease_accessory_protein
MLOC_22088.1	Retrotransposon_gag_protein
AK370111	70kDa_heat_shock_protein_signature
MLOC_81693.1	Xyloglucan_fucosyltransferase
MLOC_15890.1	P450_superfamily_signature
AK373213	Glycosyl_hydrolases_family_16
MLOC_72251.3	Leucine_rich_repeat_N-terminal_domain
MLOC_35713.1	Ferredoxin_thioredoxin_reductase_catalytic_beta_chain
AK357711	Zinc_finger_RING-type_profile.
AK248623.1	Mak16_protein_C-terminal_region
AK373992	NAD_dependent_epimerase/dehydratase_family
AK373122	Response_regulatory_domain_profile.
MLOC_52213.1	WD_domain,_G-beta_repeat
MLOC_81464.1	PPR_repeat
AK369503	Ligand-gated_ion_channel
AK355166	SecA_preprotein_cross-linking_domain
MLOC_4484.1	PLAC8_family
MLOC_5583.3	NB-ARC_domain
MLOC_66280.1	Legume_lectin_domain
AK366845	Mitochondrial_carrier_protein
AK355065	Domain_of_unknown_function_(DUF303)
AK250711.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_15812.1	Sec7_domain
MLOC_13618.1	Terpene_synthase,_N-terminal_domain
AK252034.1	Oxysterol-binding_protein
AK373413	Plant_protein_of_unknown_function_(DUF639)
MLOC_53189.1	Protein_of_unknown_function_(DUF1618)
MLOC_65592.1	Glycosyl_hydrolases_family_17
AK250590.1	Endoplasmic_reticulum_vesicle_transporter
MLOC_39198.3	Domain_of_unknown_function_DUF59
AK367402	Ribosome_inactivating_protein
AK251853.1	mTERF
MLOC_52408.1	Protein_of_unknown_function_(DUF789)
MLOC_70300.1	Protein_of_unknown_function_(DUF1218)
MLOC_20163.2	Transmembrane_amino_acid_transporter_protein
AK371829	Peroxidase
MLOC_24746.1	RNA_polymerase_Rpb2,_domain_3
AK361499	Oxidoreductase_NAD-binding_domain
MLOC_64867.2	Membrane_transport_protein
MLOC_68471.1	Plant_phospholipid_transfer_protein_signature
MLOC_54246.1	Multicopper_oxidase
MLOC_10046.2	NAD_dependent_epimerase/dehydratase_family
MLOC_50091.1	Tetraspanin_family
MLOC_64375.1	D-mannose_binding_lectin
MLOC_60623.1	Protein_of_unknown_function_(DUF1278)
MLOC_65125.1	Domain_of_unknown_function_(DUF3546)
AK354135	Late_embryogenesis_abundant_protein
MLOC_55156.1	PPR_repeat
MLOC_75071.3	Dual_specificity_phosphatase,_catalytic_domain
AK252358.1	Glycosyl_hydrolases_family_32_C_terminal
MLOC_52167.2	NifU-like_domain
AK372303	Vps51/Vps67
MLOC_53168.1	alpha/beta_hydrolase_fold
AK360211	HORMA_domain_profile.
MLOC_5895.2	Ubiquitin_carboxyl-terminal_hydrolase
AK355343	Plant_mobile_domain
MLOC_71688.1	Seven_in_absentia_protein_family
MLOC_8245.3	yrdC_domain
AK366569	GTP-binding_SAR1_protein_signature
AK363080	BRO1_domain_profile.
MLOC_67219.1	Rubredoxin
AK368776	Protein_of_unknown_function_(DUF3615)
MLOC_15955.1	ABC_transporter_transmembrane_region
MLOC_65345.1	Helix-loop-helix_DNA-binding_domain
AK356433	bZIP_transcription_factor
AK362145	Glutathione_S-transferase,_C-terminal_domain
AK356324	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.
MLOC_55248.2	Transport_protein_particle_(TRAPP)_component
MLOC_68345.1	Auxin_responsive_protein
MLOC_71601.1	UTP15_C_terminal
MLOC_21200.1	Zinc_finger,_C3HC4_type_(RING_finger)
AK362569	Phosphoenolpyruvate_carboxykinase_(ATP)_signature.
MLOC_71976.1	Arabidopsis_proteins_of_unknown_function
MLOC_50398.2	FtsH_Extracellular
AK362827	Nsp1-like_C-terminal_region
MLOC_64741.3	Soluble_glutathione_S-transferase_C-terminal_domain_profile.
AK251645.1	Alkaline_phytoceramidase_(aPHC)
AK374212	Peptidase_family_S41
MLOC_65147.1	Isopenicillin_N_synthase_signature
MLOC_51907.1	Phosphate-induced_protein_1_conserved_region
AK369840	Serine/threonine_specific_protein_phosphatases_signature.
MLOC_11453.1	HSF-type_DNA-binding
AK375272	Phosphopantetheine_attachment_site
MLOC_70826.1	XS_zinc_finger_domain
AK375874	4\'-phosphopantetheinyl_transferase_superfamily
MLOC_68992.3	Helix-hairpin-helix_motif
AK374553	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
AK366756	Glutathione_S-transferase,_N-terminal_domain
AK249638.1	LSM_domain
AK368976	Glycosyl_hydrolase_family_37_signature
MLOC_35785.1	Malic_enzyme,_N-terminal_domain
MLOC_18726.1	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_56961.1	Protein_of_unknown_function_(DUF563)
AK370627	Alpha-carbonic_anhydrases_profile.
AK250875.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_10585.2	Type_III_restriction_enzyme,_res_subunit
AK252775.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_64654.2	3-hydroxyacyl-CoA_dehydrogenase_signature.
MLOC_23537.1	TCP_family_transcription_factor
AK251113.1	Cytochrome_c_oxidase_subunit_Vc_(COX5C)
MLOC_77422.3	Kinesin_motor_domain
AK361937	AP2_domain
