transcript	domain
MLOC_63893.1	IPR021940
MLOC_63893.1	PF12076
MLOC_63893.1	IPR006694
MLOC_63893.1	PF04116
MLOC_69690.1	IPR002004
MLOC_69690.1	PF00658
MLOC_69690.1	IPR000504
MLOC_69690.1	PF00076
AK375453	IPR002921
AK375453	PF01764
MLOC_66418.1	IPR021775
MLOC_66418.1	PF11820
MLOC_43183.1	IPR000477
MLOC_43183.1	PF00078
MLOC_54829.2	IPR014778
MLOC_54829.2	PF00249
AK365180	IPR019781
AK365180	PF00400
AK376271	IPR018248
AK376271	PF00036
MLOC_52303.5	IPR019378
MLOC_52303.5	PF10250
AK362902	IPR007861
AK362902	PF05190
AK362902	IPR000432
AK362902	PF00488
AK362902	IPR007696
AK362902	PF05192
AK355160	PTHR21377
AK355160	IPR009688
AK355160	PF06916
AK362311	PTHR10190:SF4
AK362311	PTHR10190
MLOC_68708.1	PF08320
MLOC_59151.1	IPR006043
MLOC_59151.1	PF00860
AK365808	IPR017442
AK365808	PF00069
AK365808	IPR004041
AK365808	PF03822
MLOC_59982.1	IPR001611
MLOC_59982.1	PF00560
MLOC_59982.1	IPR017442
MLOC_59982.1	PF00069
MLOC_59982.1	IPR013210
MLOC_59982.1	PF08263
MLOC_77860.1	IPR002683
MLOC_77860.1	PF01789
AK366796	IPR000682
AK366796	PF01135
AK366796	PS01279
AK366796	PTHR11579
MLOC_78819.1	IPR002921
MLOC_78819.1	PF01764
MLOC_13043.1	IPR002885
MLOC_13043.1	PF01535
MLOC_81484.1	IPR002885
MLOC_81484.1	PF01535
MLOC_68680.1	IPR019814
MLOC_68680.1	PF05198
MLOC_68680.1	IPR019815
MLOC_68680.1	PF00707
AK368044	IPR003480
AK368044	PF02458
MLOC_16968.1	IPR001245
MLOC_16968.1	PF07714
MLOC_55107.1	IPR012307
MLOC_55107.1	PF01261
MLOC_36811.2	IPR000504
MLOC_36811.2	PF00076
MLOC_36811.2	IPR001876
MLOC_36811.2	PF00641
MLOC_68718.1	IPR001128
MLOC_68718.1	PF00067
MLOC_56718.1	IPR014939
MLOC_56718.1	PF08839
MLOC_11547.2	IPR003958
MLOC_11547.2	PF00808
AK362753	IPR003480
AK362753	PF02458
AK362799	IPR007650
AK362799	PF04570
MLOC_60978.1	IPR022796
MLOC_60978.1	PF00504
MLOC_69867.1	IPR001623
MLOC_69867.1	PF00226
AK361653	IPR000182
AK361653	PF00583
AK361653	PS51186
MLOC_61200.4	IPR005913
MLOC_61200.4	PF04321
MLOC_61200.4	IPR001509
MLOC_61200.4	PF01370
MLOC_8168.1	IPR002213
MLOC_8168.1	PF00201
AK251043.1	IPR019781
AK251043.1	PF00400
AK251043.1	IPR013720
AK251043.1	PF08513
MLOC_52692.1	PTHR13301
MLOC_52692.1	IPR005150
MLOC_52692.1	PF03552
MLOC_52692.1	PTHR13301:SF23
MLOC_57510.3	IPR005834
MLOC_57510.3	PF00702
MLOC_57510.3	IPR008250
MLOC_57510.3	PF00122
MLOC_57510.3	IPR004014
MLOC_57510.3	PF00690
AK357479	IPR021148
AK357479	PF04669
MLOC_54075.1	IPR006702
MLOC_54075.1	PF04535
MLOC_45211.1	IPR008906
MLOC_45211.1	PF05699
MLOC_4858.2	IPR001245
MLOC_4858.2	PF07714
MLOC_66560.1	IPR000330
MLOC_66560.1	PF00176
MLOC_62210.1	IPR001752
MLOC_62210.1	PF00225
AK371144	PTHR11203:SF27
AK371144	PTHR11203
AK366252	IPR001077
AK366252	PF00891
AK366252	IPR012967
AK366252	PF08100
MLOC_70576.2	IPR020946
MLOC_70576.2	PF00743
MLOC_60445.2	IPR000073
MLOC_60445.2	PF00561
MLOC_60490.6	IPR006171
MLOC_60490.6	PF01751
MLOC_60490.6	IPR007694
MLOC_60490.6	PF03796
MLOC_68567.1	IPR008030
MLOC_68567.1	PF05368
MLOC_61697.2	IPR001656
MLOC_61697.2	PF01142
AK373561	IPR002914
AK373561	PF01620
AK373561	IPR001778
AK373561	PR00833
MLOC_18466.1	IPR006780
MLOC_18466.1	PF04690
AK374396	IPR018957
AK374396	PF00097
AK252626.1	IPR001373
AK252626.1	PF00888
AK376159	IPR006461
AK376159	PF04749
MLOC_11136.1	IPR000873
MLOC_11136.1	PF00501
MLOC_68302.1	IPR004853
MLOC_68302.1	PF03151
MLOC_68302.1	IPR000620
MLOC_68302.1	PF00892
MLOC_63119.1	IPR005647
MLOC_63119.1	PF03962
MLOC_34510.1	IPR002213
MLOC_34510.1	PF00201
AK363359	IPR010298
AK363359	PF05991
MLOC_5757.7	IPR001128
MLOC_5757.7	PF00067
MLOC_73497.2	IPR003154
MLOC_73497.2	PF02265
MLOC_13782.2	IPR011701
MLOC_13782.2	PF07690
AK370820	IPR001938
AK370820	PF00314
AK367098	IPR012474
AK367098	PF07899
MLOC_56339.3	IPR013596
MLOC_56339.3	PF08387
MLOC_59172.1	IPR000504
MLOC_59172.1	PF00076
MLOC_1855.2	IPR013242
MLOC_1855.2	PF08284
MLOC_66621.2	IPR013091
MLOC_66621.2	PF07645
AK356584	IPR002711
AK356584	PF01844
AK356584	IPR003615
AK356584	SM00507
MLOC_5627.1	IPR003480
MLOC_5627.1	PF02458
AK252917.1	IPR007763
AK252917.1	PF05071
MLOC_36339.1	IPR007651
MLOC_36339.1	PF04571
MLOC_36339.1	IPR013209
MLOC_36339.1	PF08235
MLOC_56208.1	IPR008004
MLOC_56208.1	PF05340
MLOC_11190.3	IPR017442
MLOC_11190.3	PF00069
MLOC_10204.1	IPR001810
MLOC_10204.1	PF00646
AK371071	IPR022059
AK371071	PF12274
AK364978	IPR004938
AK364978	PF03254
MLOC_63586.3	IPR011701
MLOC_63586.3	PF07690
MLOC_63586.3	IPR004331
MLOC_63586.3	PF03105
MLOC_75157.4	IPR000715
MLOC_75157.4	PF00953
MLOC_62842.2	IPR006873
MLOC_62842.2	PF04788
AK373662	IPR005349
AK373662	PTHR12668
AK373662	PF03647
MLOC_64347.1	IPR000873
MLOC_64347.1	PF00501
MLOC_23872.1	IPR002914
MLOC_23872.1	PF01620
AK250647.1	IPR022052
AK250647.1	PF12265
AK250647.1	IPR019781
AK250647.1	PF00400
MLOC_23987.1	IPR000477
MLOC_23987.1	PF00078
AK366322	IPR013216
AK366322	PF08241
MLOC_38398.1	IPR001810
MLOC_38398.1	PF00646
MLOC_52105.1	IPR006640
MLOC_52105.1	PF10263
MLOC_66652.1	IPR022075
MLOC_66652.1	PF12295
MLOC_69959.1	IPR000070
MLOC_69959.1	PF01095
MLOC_69959.1	IPR006501
MLOC_69959.1	PF04043
MLOC_59252.1	IPR011707
MLOC_59252.1	PF07732
MLOC_59252.1	IPR001117
MLOC_59252.1	PF00394
MLOC_59252.1	IPR011706
MLOC_59252.1	PF07731
MLOC_43257.1	IPR002109
MLOC_43257.1	PF00462
MLOC_68002.1	PTHR10762:SF1
MLOC_68002.1	IPR002728
MLOC_68002.1	PTHR10762
MLOC_68002.1	PF01866
MLOC_64520.4	IPR011498
MLOC_64520.4	PF07646
MLOC_63194.1	IPR003311
MLOC_63194.1	PF02309
MLOC_58507.1	IPR003676
MLOC_58507.1	PF02519
MLOC_53598.1	IPR003613
MLOC_53598.1	PF04564
MLOC_34332.1	IPR002885
MLOC_34332.1	PF01535
MLOC_79952.1	IPR002885
MLOC_79952.1	PF01535
MLOC_32150.1	IPR000477
MLOC_32150.1	PF00078
MLOC_29760.1	IPR005135
MLOC_29760.1	PF03372
AK368174	IPR015338
AK368174	PF09258
MLOC_7074.2	IPR007650
MLOC_7074.2	PF04570
MLOC_52316.1	IPR001356
MLOC_52316.1	PF00046
MLOC_52316.1	IPR002913
MLOC_52316.1	PF01852
MLOC_5174.1	IPR004864
MLOC_5174.1	PF03168
AK361269	PTHR24420
MLOC_81117.1	IPR004864
MLOC_81117.1	PF03168
MLOC_65408.1	IPR013632
MLOC_65408.1	PF08423
MLOC_12681.1	IPR003103
MLOC_12681.1	PF02179
MLOC_51379.1	IPR006121
MLOC_51379.1	PF00403
AK251995.1	IPR018957
AK251995.1	PF00097
AK253020.1	IPR018790
AK253020.1	PF10184
MLOC_34656.10	IPR019410
MLOC_34656.10	PF10294
AK367180	IPR022059
AK367180	PF12274
AK367880	IPR004045
AK367880	PF02798
AK367880	IPR004046
AK367880	PF00043
MLOC_72725.2	IPR018121
MLOC_72725.2	PF03145
MLOC_73385.1	IPR019557
MLOC_73385.1	PF10536
MLOC_15499.1	IPR007608
MLOC_15499.1	PF04520
MLOC_61818.1	IPR015793
MLOC_61818.1	PF00224
MLOC_61818.1	IPR015795
MLOC_61818.1	PF02887
MLOC_55862.2	IPR000504
MLOC_55862.2	PF00076
MLOC_9899.1	IPR003959
MLOC_9899.1	PF00004
MLOC_65368.1	IPR003676
MLOC_65368.1	PF02519
MLOC_15580.1	IPR003855
MLOC_15580.1	PF02705
MLOC_78508.1	IPR009367
MLOC_78508.1	PF06258
MLOC_37050.1	IPR001140
MLOC_37050.1	PF00664
MLOC_37050.1	IPR003439
MLOC_37050.1	PF00005
AK367481	PTHR10900:SF38
AK367481	IPR000782
AK367481	SM00554
AK367481	PS50213
AK367481	PF02469
AK367481	PTHR10900
MLOC_60995.3	IPR005821
MLOC_60995.3	PF00520
MLOC_12660.1	IPR000743
MLOC_12660.1	PF00295
MLOC_64771.1	IPR004813
MLOC_64771.1	PF03169
MLOC_284.1	IPR005828
MLOC_284.1	PF00083
MLOC_58886.1	IPR005123
MLOC_58886.1	PF03171
MLOC_2725.1	IPR000374
MLOC_2725.1	PF01148
AK362888	IPR006502
AK362888	PF04720
MLOC_55943.1	IPR017442
MLOC_55943.1	PF00069
AK250256.1	IPR000504
AK250256.1	PF00076
AK366321	IPR008700
AK366321	PF05627
MLOC_73948.1	IPR001890
MLOC_73948.1	PF01985
AK366332	IPR011701
AK366332	PF07690
MLOC_62114.2	IPR012416
MLOC_62114.2	PF07887
AK356513	IPR015413
AK356513	PF09334
AK356513	IPR002547
AK356513	PF01588
MLOC_51794.1	IPR004313
MLOC_51794.1	PF03079
MLOC_77428.4	IPR003959
MLOC_77428.4	PF00004
MLOC_77428.4	IPR000642
MLOC_77428.4	PF01434
MLOC_9850.1	IPR001394
MLOC_9850.1	PF00443
MLOC_70211.3	IPR002885
MLOC_70211.3	PF01535
MLOC_6887.1	IPR009675
MLOC_6887.1	PF06886
MLOC_63826.1	IPR007930
MLOC_63826.1	PF05266
MLOC_77309.1	IPR002035
MLOC_77309.1	PF00092
MLOC_77309.1	IPR018957
MLOC_77309.1	PF00097
MLOC_57169.1	IPR001739
MLOC_57169.1	PF01429
MLOC_69621.2	IPR003441
MLOC_69621.2	PF02365
AK355608	PTHR12266
AK355608	IPR004837
AK355608	PF01699
AK252983.1	IPR001010
AK252983.1	PF00321
AK370756	IPR000073
AK370756	PF00561
AK370756	PTHR10794:SF8
AK370756	PTHR10794
MLOC_67136.1	IPR010820
MLOC_67136.1	PF07223
AK371660	IPR004299
AK371660	PF03062
AK371660	PTHR10408
AK360044	IPR005067
AK360044	PF03405
MLOC_11441.2	IPR001245
MLOC_11441.2	PF07714
MLOC_59949.1	IPR000008
MLOC_59949.1	PF00168
MLOC_76010.1	IPR004242
MLOC_76010.1	PF02992
AK357805	IPR012438
AK357805	PF07797
MLOC_7981.1	IPR014778
MLOC_7981.1	PF00249
MLOC_63743.1	IPR003441
MLOC_63743.1	PF02365
MLOC_66048.1	IPR005175
MLOC_66048.1	PF03479
MLOC_3587.2	IPR004106
MLOC_3587.2	PF02897
MLOC_4770.3	IPR015425
MLOC_4770.3	PF02181
MLOC_55077.1	IPR011666
MLOC_55077.1	PF07713
MLOC_61440.1	IPR014977
MLOC_61440.1	PF08879
AK370066	PTHR19288:SF16
AK370066	PTHR19288
AK251685.1	IPR001245
AK251685.1	PF07714
MLOC_4517.1	IPR001554
MLOC_4517.1	PF01373
MLOC_5071.2	IPR013057
MLOC_5071.2	PF01490
MLOC_80800.2	IPR002198
MLOC_80800.2	PF00106
AK362176	IPR001623
AK362176	PF00226
AK373691	IPR006634
AK373691	PF03798
MLOC_62436.1	IPR014778
MLOC_62436.1	PF00249
AK368921	IPR004104
AK368921	PF02894
AK368921	IPR000683
AK368921	PF01408
MLOC_52926.1	IPR019410
MLOC_52926.1	PF10294
MLOC_67764.1	PD031914
MLOC_43900.4	IPR018108
MLOC_43900.4	PF00153
AK356019	PTHR13402
AK366709	PTHR13078
AK366709	PTHR13078:SF5
AK366709	IPR002539
AK366709	PF01575
MLOC_60569.1	IPR001938
MLOC_60569.1	PF00314
MLOC_70632.1	IPR008801
MLOC_70632.1	PF05498
MLOC_56537.1	IPR002659
MLOC_56537.1	PF01762
AK251792.1	IPR007125
AK251792.1	PF00125
AK251792.1	IPR000558
AK251792.1	PTHR23428
AK251792.1	SM00427
AK251792.1	PR00621
AK251792.1	PS00357
MLOC_43035.1	IPR002182
MLOC_43035.1	PF00931
AK363437	IPR008144
AK363437	PF00625
AK363437	IPR008145
AK363437	SM00072
AK363437	PS50052
AK363437	PTHR23117:SF1
AK363437	PTHR23117
AK360821	PTHR19317
AK360821	IPR004895
AK360821	PF03208
AK374377	IPR002100
AK374377	PF00319
AK248611.1	IPR019098
AK248611.1	PF09649
MLOC_53856.6	IPR013069
MLOC_53856.6	PF00651
MLOC_17981.1	IPR000477
MLOC_17981.1	PF00078
MLOC_5051.1	IPR000864
MLOC_5051.1	PF00280
MLOC_2059.2	IPR001623
MLOC_2059.2	PF00226
MLOC_12413.1	IPR001857
MLOC_12413.1	PF01245
AK360110	IPR008854
AK360110	PF05724
AK360110	PTHR10108:SF241
AK360110	PTHR10108
MLOC_57678.1	IPR001087
MLOC_57678.1	PF00657
MLOC_81869.1	IPR001128
MLOC_81869.1	PF00067
AK367632	IPR019489
AK367632	PF10431
AK367632	IPR013093
AK367632	PF07724
MLOC_72640.2	IPR001128
MLOC_72640.2	PF00067
MLOC_18322.1	IPR011084
MLOC_18322.1	PF07522
MLOC_53150.1	IPR003959
MLOC_53150.1	PF00004
MLOC_55175.2	IPR001245
MLOC_55175.2	PF07714
AK249385.1	IPR001564
AK249385.1	PF00334
MLOC_72368.4	IPR011616
MLOC_72368.4	PF00170
MLOC_61989.1	IPR001611
MLOC_61989.1	PF00560
MLOC_61989.1	IPR017442
MLOC_61989.1	PF00069
MLOC_40231.1	IPR001574
MLOC_40231.1	PF00161
MLOC_69433.1	PTHR21495
MLOC_69433.1	IPR004265
MLOC_69433.1	PF03018
MLOC_53605.1	IPR001128
MLOC_53605.1	PF00067
MLOC_54601.1	IPR000620
MLOC_54601.1	PF00892
MLOC_72096.1	IPR005178
MLOC_72096.1	PF03619
AK372516	IPR000873
AK372516	PF00501
MLOC_54528.1	IPR002683
MLOC_54528.1	PF01789
MLOC_57630.1	IPR001841
MLOC_57630.1	SM00184
MLOC_57630.1	PTHR10044
MLOC_57630.1	PS50089
AK367223|AK354527	IPR001344
AK367223|AK354527	PTHR21649
AK367223|AK354527	IPR022796
AK367223|AK354527	PF00504
MLOC_40221.1	IPR000477
MLOC_40221.1	PF00078
AK360580	PTHR13452
AK360580	PTHR13452:SF3
MLOC_80555.1	IPR018708
MLOC_80555.1	PF09986
MLOC_54191.1	IPR013520
MLOC_54191.1	PF00929
MLOC_662.1	IPR007225
MLOC_662.1	PTHR12702
MLOC_662.1	PF04091
MLOC_13576.2	IPR005821
MLOC_13576.2	PF00520
MLOC_13576.2	IPR000595
MLOC_13576.2	PF00027
MLOC_44646.1	IPR004158
MLOC_44646.1	PF03140
AK357785	IPR021148
AK357785	PF04669
MLOC_55907.2	IPR002893
MLOC_55907.2	PF01753
MLOC_55907.2	IPR001214
MLOC_55907.2	PF00856
MLOC_21780.1	IPR003213
MLOC_21780.1	PF02297
MLOC_70591.1	IPR006456
MLOC_70591.1	PF04770
MLOC_54314.2	IPR012881
MLOC_54314.2	PF07939
MLOC_65262.1	IPR002182
MLOC_65262.1	PF00931
MLOC_25453.1	IPR021148
MLOC_25453.1	PF04669
AK369228	IPR015414
AK369228	PF09335
AK369228	PTHR12677
AK365090	PTHR11062
AK365090	IPR004263
AK365090	PF03016
AK365090	PTHR11062:SF35
MLOC_66594.1	IPR002020
MLOC_66594.1	PF00285
MLOC_1444.1	IPR008616
MLOC_1444.1	PF05833
MLOC_67897.1	IPR003959
MLOC_67897.1	PF00004
AK249496.1	IPR019781
AK249496.1	PF00400
MLOC_71396.1	PTHR24420
MLOC_71396.1	IPR001611
MLOC_71396.1	PF00560
MLOC_72431.1	IPR004158
MLOC_72431.1	PF03140
AK248829.1	IPR019538
AK248829.1	PF10508
MLOC_73443.2	IPR002013
MLOC_73443.2	PF02383
MLOC_66134.2	IPR003657
MLOC_66134.2	PF03106
MLOC_69574.1	IPR000225
MLOC_69574.1	PF00514
MLOC_52235.1	IPR001609
MLOC_52235.1	PF00063
MLOC_52235.1	IPR000048
MLOC_52235.1	PF00612
MLOC_36596.3	IPR000571
MLOC_36596.3	PF00642
MLOC_45552.1	IPR018289
MLOC_45552.1	PF10551
MLOC_10149.1	IPR021720
MLOC_10149.1	PF11721
MLOC_10149.1	IPR001611
MLOC_10149.1	PF00560
MLOC_10149.1	IPR017442
MLOC_10149.1	PF00069
MLOC_39346.1	IPR001087
MLOC_39346.1	PF00657
MLOC_60245.2	IPR013149
MLOC_60245.2	PF00107
MLOC_6785.1	IPR001140
MLOC_6785.1	PF00664
MLOC_6785.1	IPR003439
MLOC_6785.1	PF00005
MLOC_55361.1	IPR000626
MLOC_55361.1	PF00240
MLOC_55361.1	IPR004274
MLOC_55361.1	PF03031
AK371228	IPR000073
AK371228	PF00561
AK362299	IPR007196
AK362299	PF04054
MLOC_32042.1	IPR000477
MLOC_32042.1	PF00078
MLOC_5372.1	IPR000679
MLOC_5372.1	PF00320
MLOC_69796.1	IPR018957
MLOC_69796.1	PF00097
AK361412	IPR003000
AK361412	PTHR11085
AK361412	PF02146
AK361412	PS50305
AK358157	IPR002477
AK358157	PF01471
AK249767.1	IPR001099
AK249767.1	PF00195
AK249767.1	IPR012328
AK249767.1	PF02797
MLOC_57980.1	IPR004182
MLOC_57980.1	PF02893
MLOC_9956.1	IPR004330
MLOC_9956.1	PF03101
MLOC_50998.1	IPR012442
MLOC_50998.1	PF07816
MLOC_52916.1	IPR019258
MLOC_52916.1	PF10018
AK356642	IPR021480
AK356642	PF11331
AK359093	IPR018289
AK359093	PF10551
MLOC_74179.1	IPR001245
MLOC_74179.1	PF07714
MLOC_65358.1	IPR013069
MLOC_65358.1	PF00651
MLOC_65358.1	IPR002083
MLOC_65358.1	PF00917
AK367045	IPR014812
AK367045	PF08700
MLOC_33003.1	IPR013989
MLOC_33003.1	PF10539
MLOC_71923.2	IPR004853
MLOC_71923.2	PF03151
AK369153	IPR007592
AK369153	PF04504
AK368342	IPR001810
AK368342	SM00256
MLOC_36786.1	IPR017442
MLOC_36786.1	PF00069
MLOC_5891.6	IPR022228
MLOC_5891.6	PF12579
AK365032	IPR011697
AK365032	PF07722
MLOC_70636.1	IPR008862
MLOC_70636.1	PF05794
MLOC_59002.1	IPR002182
MLOC_59002.1	PF00931
MLOC_58455.1	IPR001245
MLOC_58455.1	PF07714
MLOC_13901.1	IPR001932
MLOC_13901.1	PF00481
AK358025	IPR001706
AK358025	PR00064
AK358025	IPR018265
AK358025	PS00936
AK358025	IPR021137
AK358025	PF01632
MLOC_61617.2	IPR002921
MLOC_61617.2	PF01764
MLOC_55911.1	IPR004140
MLOC_55911.1	PF03081
MLOC_76327.1	IPR002942
MLOC_76327.1	PF01479
MLOC_8296.1	IPR007117
MLOC_8296.1	PF01357
MLOC_8296.1	IPR009009
MLOC_8296.1	PF03330
MLOC_7007.3	IPR001128
MLOC_7007.3	PF00067
MLOC_68437.1	IPR013210
MLOC_68437.1	PF08263
MLOC_68437.1	IPR001611
MLOC_68437.1	PF00560
MLOC_58104.1	IPR013766
MLOC_58104.1	PF00085
MLOC_37715.5	IPR007751
MLOC_37715.5	PF05057
MLOC_37715.5	IPR022122
MLOC_37715.5	PF12394
MLOC_62506.1	IPR002182
MLOC_62506.1	PF00931
MLOC_69110.4	IPR018957
MLOC_69110.4	PF00097
MLOC_62611.2	IPR001179
MLOC_62611.2	PF00254
MLOC_75867.1	IPR003958
MLOC_75867.1	PF00808
MLOC_65095.1	IPR005061
MLOC_65095.1	PF03398
MLOC_57633.1	IPR000910
MLOC_57633.1	PF00505
MLOC_3350.1	IPR013091
MLOC_3350.1	PF07645
MLOC_3350.1	IPR017442
MLOC_3350.1	PF00069
MLOC_61669.1	IPR008176
MLOC_61669.1	PF00304
MLOC_70494.1	IPR001810
MLOC_70494.1	SM00256
AK375625	IPR003466
AK375625	PF02431
AK370083	IPR001810
AK370083	SM00256
MLOC_76885.1	IPR014044
MLOC_76885.1	PF00188
MLOC_75647.3	IPR000620
MLOC_75647.3	PF00892
AK370079	IPR000873
AK370079	PF00501
AK370079	IPR020845
AK370079	PS00455
AK370079	PTHR24096
MLOC_59428.1	IPR004158
MLOC_59428.1	PF03140
MLOC_65980.1	IPR015408
MLOC_65980.1	PF09329
MLOC_16535.1	IPR015403
MLOC_16535.1	PF09324
AK355657	PTHR21704:SF10
AK355657	PTHR21704
MLOC_59788.6	IPR023753
MLOC_59788.6	PF07992
MLOC_13912.4	IPR001810
MLOC_13912.4	PF00646
MLOC_54650.4	IPR018502
MLOC_54650.4	PF00191
MLOC_10223.2	IPR013069
MLOC_10223.2	PF00651
MLOC_10223.2	IPR011705
MLOC_10223.2	PF07707
MLOC_16447.1	IPR002885
MLOC_16447.1	PF01535
MLOC_17192.1	IPR006458
MLOC_17192.1	PF04844
MLOC_77427.1	IPR003480
MLOC_77427.1	PF02458
MLOC_64688.2	IPR002068
MLOC_64688.2	PF00011
MLOC_64280.1	IPR017442
MLOC_64280.1	PF00069
MLOC_31204.1	IPR000477
MLOC_31204.1	PF00078
MLOC_77786.1	IPR006912
MLOC_77786.1	PF04827
MLOC_50839.5	IPR000623
MLOC_50839.5	PF01202
MLOC_52361.3	IPR002885
MLOC_52361.3	PF01535
MLOC_74207.1	IPR000330
MLOC_74207.1	PF00176
MLOC_74207.1	IPR001650
MLOC_74207.1	PF00271
AK248928.1	IPR013126
AK248928.1	PF00012
MLOC_63805.2	IPR002213
MLOC_63805.2	PF00201
MLOC_55641.3	IPR003409
MLOC_55641.3	PF02493
MLOC_9982.2	IPR003035
MLOC_9982.2	PF02042
MLOC_9982.2	IPR000270
MLOC_9982.2	PF00564
AK369929	IPR003612
AK369929	SM00499
MLOC_57937.2	IPR013129
MLOC_57937.2	PF02373
MLOC_57937.2	IPR002575
MLOC_57937.2	PF01636
MLOC_3405.1	IPR000477
MLOC_3405.1	PF00078
MLOC_72217.2	IPR004843
MLOC_72217.2	PF00149
MLOC_77420.1	IPR001471
MLOC_77420.1	PF00847
MLOC_58182.2	IPR003676
MLOC_58182.2	PF02519
MLOC_52815.1	IPR017442
MLOC_52815.1	PF00069
MLOC_52815.1	IPR019781
MLOC_52815.1	PF00400
MLOC_17891.1	IPR005123
MLOC_17891.1	PF03171
AK355542|AK360453	IPR008545
AK355542|AK360453	PF05701
AK362688	IPR019781
AK362688	PF00400
MLOC_62171.1	IPR004853
MLOC_62171.1	PF03151
MLOC_62171.1	IPR000620
MLOC_62171.1	PF00892
MLOC_73876.1	IPR021480
MLOC_73876.1	PF11331
MLOC_14867.2	IPR002182
MLOC_14867.2	PF00931
MLOC_75278.2	IPR002198
MLOC_75278.2	PF00106
AK362798	IPR003480
AK362798	PF02458
MLOC_58089.1	PTHR13778:SF2
MLOC_58089.1	PS51257
MLOC_58089.1	IPR002495
MLOC_58089.1	PF01501
MLOC_58089.1	PTHR13778
MLOC_43525.2	IPR018611
MLOC_43525.2	PF09743
MLOC_54280.3	PTHR13693:SF10
MLOC_54280.3	PTHR13693
MLOC_54280.3	IPR004839
MLOC_54280.3	PF00155
MLOC_3713.3	IPR004143
MLOC_3713.3	PF03099
MLOC_8329.1	IPR008176
MLOC_8329.1	PF00304
MLOC_66431.2	IPR019378
MLOC_66431.2	PF10250
MLOC_50071.1	IPR000477
MLOC_50071.1	PF00078
MLOC_74625.1	IPR017442
MLOC_74625.1	PF00069
MLOC_81178.3	IPR004263
MLOC_81178.3	PF03016
MLOC_75114.1	IPR004332
MLOC_75114.1	PF03108
MLOC_65671.1	IPR001087
MLOC_65671.1	PF00657
MLOC_64651.2	IPR022059
MLOC_64651.2	PF12274
MLOC_51936.1	IPR002885
MLOC_51936.1	PF01535
MLOC_58260.1	IPR003892
MLOC_58260.1	PF02845
MLOC_21047.6	IPR007010
MLOC_21047.6	PF04926
MLOC_21047.6	IPR007012
MLOC_21047.6	PF04928
AK250552.1	IPR013099
AK250552.1	PF07885
MLOC_12718.1	IPR019176
MLOC_12718.1	PF09786
AK369674	IPR000225
AK369674	PS50176
AK369674	SM00185
MLOC_61492.1	IPR005598
MLOC_61492.1	PF03899
AK372954	PTHR21485
AK372954	IPR003329
AK372954	PF02348
AK372954	PTHR21485:SF4
MLOC_10360.2	IPR002182
MLOC_10360.2	PF00931
AK357020	IPR018108
AK357020	PF00153
MLOC_36475.1	IPR006501
MLOC_36475.1	PF04043
MLOC_1532.1	IPR006458
MLOC_1532.1	PF04844
MLOC_19134.1	IPR003340
MLOC_19134.1	PF02362
MLOC_6647.2	IPR006936
MLOC_6647.2	PF04852
AK250495.1	IPR001810
AK250495.1	PF00646
MLOC_45783.1	IPR013970
MLOC_45783.1	PF08661
MLOC_57751.1	PS51257
MLOC_11544.2	IPR010721
MLOC_11544.2	PF06966
MLOC_51107.1	IPR000109
MLOC_51107.1	PF00854
MLOC_80572.1	IPR002300
MLOC_80572.1	PF00133
MLOC_80572.1	IPR019499
MLOC_80572.1	PF10458
MLOC_80572.1	IPR013155
MLOC_80572.1	PF08264
AK367189	PTHR16631
AK367189	IPR000490
AK367189	PF00332
AK367189	PS00587
MLOC_64029.1	IPR002885
MLOC_64029.1	PF01535
AK370781	IPR018781
AK370781	PTHR15876
AK370781	PF10160
AK370781	PTHR15876:SF9
AK252235.1	IPR006011
AK252235.1	PF00804
AK252235.1	IPR000727
AK252235.1	PF05739
MLOC_54592.1	IPR004046
MLOC_54592.1	PF00043
MLOC_54592.1	IPR004045
MLOC_54592.1	PF02798
MLOC_5070.1	IPR003439
MLOC_5070.1	PF00005
MLOC_60749.2	IPR002939
MLOC_60749.2	PF01556
MLOC_60749.2	IPR001623
MLOC_60749.2	PF00226
MLOC_50941.3	IPR000644
MLOC_50941.3	PF00571
AK376365	IPR003612
AK376365	PF00234
AK376365	SM00499
AK376365	IPR000528
AK376365	PR00382
AK376365	PS00597
MLOC_77773.1	IPR002182
MLOC_77773.1	PF00931
AK372268	IPR014876
AK372268	PF08766
AK248741.1	IPR001650
AK248741.1	PF00271
AK248741.1	IPR011545
AK248741.1	PF00270
MLOC_57622.3	IPR001092
MLOC_57622.3	PF00010
MLOC_60006.1	IPR002015
MLOC_60006.1	PF01851
AK375014	IPR001969
AK375014	PS00141
AK375014	IPR001461
AK375014	PF00026
AK375014	PTHR13683:SF98
AK375014	PTHR13683
AK375014	PR00792
MLOC_66665.2	IPR005828
MLOC_66665.2	PF00083
MLOC_36391.1	IPR004326
MLOC_36391.1	PF03094
MLOC_3926.1	IPR014778
MLOC_3926.1	PF00249
MLOC_61891.2	IPR017442
MLOC_61891.2	PF00069
AK368153	IPR021894
AK368153	PF12014
MLOC_74118.1	IPR008180
MLOC_74118.1	PF00692
MLOC_57855.1	IPR006043
MLOC_57855.1	PF00860
MLOC_36684.1	IPR013210
MLOC_36684.1	PF08263
MLOC_36684.1	IPR001611
MLOC_36684.1	PF00560
MLOC_74977.5	IPR001092
MLOC_74977.5	PF00010
MLOC_69987.1	IPR001471
